number,solution,myTime,bp1time,bp2time,bp3time
208562091551360,208562091551603,0.0192,0.011,0.4652,0.4634
208613770625312,208613770625321,0.0079,0.0062,0.0199,0.0184
208796345020931,208796345021039,0.0232,0.0075,0.1923,0.1619
208824631376262,208824631376622,0.0113,0.005,0.5507,0.4491
208841924131252,208841924131522,0.0191,0.0063,0.4162,0.3532
208926707012549,208926707012594,0.0111,0.005,0.0739,0.0603
208929829611466,208929829611646,0.0191,0.0092,0.3352,0.265
208931824287069,208931824287096,0.0174,0.0054,0.0465,0.0382
208961217140893,208961217140938,0.01,0.0052,0.0832,0.0626
209089616922717,209089616922771,0.0085,0.0046,0.111,0.0824
209230530890642,209230530892046,0.0101,0.0046,2.4967,2.6449
209312218826441,209312218841246,0.0191,0.0104,28.9533,25.1716
209413662846261,209413662846612,0.0086,0.0044,0.6427,0.4937
209466189341750,209466189345017,0.0117,0.0058,5.8645,5.1947
209477646736119,209477646736191,0.0139,0.0055,0.1282,0.0996
209639752931215,209639752931251,0.0114,0.0101,0.1315,0.0954
209846824730138,209846824730183,0.0169,0.0071,0.0888,0.089
209868315204278,209868315204287,0.0119,0.0056,0.0218,0.0192
209907299551481,209907299551814,0.0288,0.012,0.7358,0.5241
209933661137576,209933661137657,0.0196,0.0074,0.1318,0.1346
209934716313278,209934716313287,0.0099,0.0071,0.0195,0.0175
210005731593202,210005731593220,0.0058,0.0032,0.0308,0.025
210212907114942,210212907119244,0.0133,0.0096,8.1317,7.6478
210281724867877,210281724868777,0.0122,0.0055,1.5306,1.2601
210373333160038,210373333160083,0.0117,0.0054,0.0781,0.1207
210374780865242,210374780865422,0.0188,0.0069,0.4023,0.2778
210405174345191,210405174345911,0.0129,0.0065,1.1624,1.5563
210473960212810,210473960218012,0.018,0.006,9.5049,8.2991
210552668596396,210552668596639,0.0089,0.0044,0.3848,0.2918
210753754316012,210753754316021,0.0105,0.0172,0.0259,0.0198
211022657982109,211022657982190,0.0128,0.0078,0.1384,0.1165
211038487920465,211038487920546,0.0072,0.0053,0.1383,0.1054
211109522851665,211109522855166,0.0181,0.0067,6.8511,8.3282
211156092175513,211156092175531,0.033,0.0054,0.0517,0.0636
211166035428917,211166035428971,0.0169,0.0163,0.0938,0.1169
211193038102349,211193038102394,0.0127,0.0056,0.0784,0.0616
211304873094947,211304873094974,0.0121,0.005,0.0609,0.0464
211424324038443,211424324043348,0.0254,0.0088,38.219,7.5317
211459506179289,211459506179298,0.0112,0.0057,0.0246,0.0209
211490810829258,211490810829285,0.0132,0.0052,0.0465,0.0391
211806816432656,211806816432665,0.0065,0.0041,0.019,0.0174
211921292471528,211921292471582,0.0121,0.0056,0.0835,0.1112
211932471699934,211932471699943,0.0116,0.0638,0.0421,0.022
211935108410489,211935108410498,0.009,0.0047,0.0209,0.0175
212052218489143,212052218489314,0.006,0.0032,0.33,0.2154
212108859358801,212108859358810,0.0086,0.0041,0.0188,0.0157
212346452035795,212346452035957,0.0127,0.0052,0.2608,0.2016
212498418272174,212498418272417,0.0146,0.0057,0.4197,0.3125
212623244874419,212623244874491,0.0126,0.0063,0.1207,0.1502
212726225530518,212726225530581,0.0088,0.0044,0.1017,0.0969
212926193753510,212926193755013,0.0125,0.0049,2.6965,2.8512
212975329636139,212975329636193,0.0077,0.007,0.1372,0.0812
213060638932847,213060638932874,0.032,0.0149,0.0955,0.0651
213252446490546,213252446490564,0.0067,0.0044,0.052,0.0295
213272555934113,213272555934131,0.0133,0.0054,0.0331,0.0267
213345563375926,213345563375962,0.0093,0.0073,0.0612,0.047
213467997300081,213467997300108,0.0188,0.0078,0.0494,0.0433
213517953992455,213517953992545,0.0371,0.0184,0.1835,0.1317
213650605955634,213650605955643,0.0123,0.0052,0.0192,0.0161
213817604651439,213817604651493,0.007,0.0061,0.1011,0.0802
213881670794367,213881670794376,0.012,0.0047,0.0201,0.0211
213916031884157,213916031884175,0.0094,0.0073,0.0341,0.0293
214027336365316,214027336365361,0.0077,0.0065,0.0831,0.0653
214041402121717,214041402121771,0.0301,0.0044,0.1534,0.1091
214091793913163,214091793913316,0.0163,0.0063,0.2455,0.1883
214112436688058,214112436688085,0.0167,0.0066,0.1262,0.0488
214146739802761,214146739806127,0.0076,0.0197,5.4518,5.5925
214170938812998,214170938818299,0.0116,0.0053,8.8365,8.1773
214186570676816,214186570676861,0.0087,0.0044,0.1509,0.0674
214212166093659,214212166093695,0.015,0.007,0.0656,0.0538
214236969621887,214236969627188,0.0169,0.0065,9.9457,8.51
214329840549493,214329840549934,0.0086,0.0048,0.7401,0.6109
214354372948087,214354372948708,0.0072,0.0035,1.0691,1.4274
214475078997149,214475078997194,0.0104,0.0054,0.1038,0.0717
214505985438295,214505985438529,0.0221,0.0068,0.4007,0.3253
214528317893165,214528317893516,0.0144,0.0068,0.5402,0.4588
214661815065381,214661815065813,0.0105,0.0069,0.6756,0.565
214689266664225,214689266664252,0.011,0.0053,0.0932,0.0451
214750352607046,214750352607064,0.0056,0.0034,0.0375,0.0296
214945910704338,214945910704383,0.0157,0.0066,0.0786,0.065
214978309850309,214978309850390,0.0079,0.0043,0.1305,0.1066
215270738623418,215270738623481,0.0918,0.0067,0.106,0.0848
215337321348087,215337321348708,0.0078,0.006,1.8039,0.9016
215350165522078,215350165522087,1.1161,0.0086,0.0193,0.0317
215381544590462,215381544590624,0.0157,0.0058,0.276,0.5556
215416558332077,215416558332707,0.0127,0.0058,2.6123,1.0276
215418343107797,215418343107977,0.0106,0.0079,0.2989,0.2452
215440991142583,215440991142835,0.0153,0.0062,0.4023,0.3114
215467126437361,215467126437613,0.0451,0.0122,0.579,0.5327
215471794650766,215471794656067,0.0165,0.0103,11.875,10.6805
215673121221003,215673121221030,0.049,0.0079,0.0558,0.0492
216033025520541,216033025521045,0.0085,0.0034,1.1915,0.7816
216193741161828,216193741161882,0.0083,0.007,0.0873,0.0743
216193820787391,216193820787913,0.0059,0.0032,0.8438,0.6606
216197411908869,216197411908896,0.0079,0.0043,0.0541,0.0425
216249265142366,216249265142636,0.0091,0.0046,0.47,0.3329
216454016543151,216454016543511,0.0244,0.0085,0.6447,0.5244
216504408254604,216504408254640,0.0078,0.0043,0.0705,0.0528
216559850168648,216559850168684,0.0085,0.0066,0.0681,0.073
216601772616825,216601772616852,0.0096,0.0049,0.0501,0.0395
216682500693184,216682500693418,0.0539,0.0073,0.5666,0.2906
216827460291588,216827460291858,0.0161,0.0059,0.575,0.3878
216929722278062,216929722278206,0.0118,0.0055,0.2363,0.1845
216950294729079,216950294729097,0.0172,0.0073,0.0357,0.0301
216976290312405,216976290312450,0.0375,0.0046,0.0874,0.0589
217016565808225,217016565808252,0.0176,0.0073,0.0517,0.0417
217178326970564,217178326970645,0.0086,0.0052,0.1541,0.1064
217247349389661,217247349391668,0.0187,0.0071,3.6339,2.8196
217386684452428,217386684452482,0.008,0.049,0.1502,0.0755
217569381184062,217569381184206,0.024,0.0627,0.3817,0.3334
217581061254472,217581061254724,0.0128,0.0059,0.4128,0.336
217693334281471,217693334281714,0.0149,0.0081,0.432,0.3541
217693953251489,217693953251498,0.035,0.0104,0.0287,0.0271
217861494462384,217861494462438,0.0125,0.0056,0.1084,0.078
217928394239099,217928394239909,0.0098,0.0067,1.2927,1.1553
218249419321306,218249419321360,0.015,0.0065,0.0942,0.0756
218279756166442,218279756214466,0.0152,0.0053,100.0033,88.9074
218320454181130,218320454181301,0.0099,0.0045,0.3219,0.2511
218407883119928,218407883119982,0.0098,0.0041,0.089,0.0677
218465931677587,218465931677758,0.0202,0.0074,0.3183,0.2514
218622415622915,218622415622951,0.0139,0.0051,0.0593,0.0471
218679922043492,218679922043924,0.0095,0.0053,0.6954,0.5637
218789434236066,218789434236606,0.0461,0.0063,1.0406,0.8338
218981649456282,218981649456822,0.0129,0.005,1.0287,0.6873
219004325746899,219004325746989,0.0097,0.0046,0.1593,0.1227
219055998246070,219055998246700,0.0125,0.0059,1.1997,1.3023
219061031444438,219061031444483,0.0171,0.0084,0.0877,0.0707
219088356961583,219088356961835,0.0126,0.0051,0.5189,0.4742
219162192689097,219162192689709,0.0096,0.1029,1.0499,0.9071
219224185038532,219224185052338,0.0223,0.0071,34.6386,30.506
219446682984498,219446682984849,0.0153,0.0097,0.715,0.5954
219454386124685,219454386124856,0.012,0.0062,0.3145,0.2552
219717006066669,219717006066696,0.0118,0.0187,0.1004,0.0515
219804330029916,219804330029961,0.009,0.0046,0.0822,0.0665
219890256691846,219890256691864,0.0151,0.0067,0.0434,0.0378
219999185263709,219999185263790,0.0146,0.0155,0.1459,0.1077
220087614762895,220087614762958,0.0373,0.0115,0.4888,0.1381
220420215625256,220420215625265,0.0059,0.0036,0.0189,0.0153
220432362310716,220432362310761,0.0123,0.0055,0.0819,0.0645
220518642563813,220518642563831,0.0058,0.016,0.0331,0.0268
220545865653626,220545865653662,0.0128,0.005,0.0603,0.0506
220622249137295,220622249137529,0.012,0.006,0.4109,0.3379
220643182057159,220643182057195,0.0128,0.0191,0.226,0.0585
220668805889355,220668805889535,0.0151,0.0066,0.3478,0.2336
220810950779385,220810950779538,0.0066,0.0034,0.244,0.2068
220869599453654,220869599454356,0.0157,0.0066,1.3488,1.1935
221001063534534,221001063534543,0.0057,0.003,0.0178,0.0158
221153960788041,221153960788104,0.0136,0.0052,0.1024,0.086
221267122389735,221267122389753,0.0121,0.0102,0.0526,0.039
221298570417353,221298570417533,0.0121,0.0048,0.3098,0.2436
221330034823748,221330034823784,0.016,0.0046,0.0625,0.0614
221350531817965,221350531819567,0.0344,0.0069,2.5407,2.272
221402141484239,221402141484293,0.026,0.0105,0.1608,0.1499
221578427606400,221578427640006,0.022,0.008,57.8927,51.8519
221800739457033,221800739457303,0.0073,0.0037,0.4243,0.498
221920566005970,221920566007059,0.0107,0.0077,2.2265,3.1326
221997334273452,221997334273524,0.0141,0.0059,0.1162,0.0926
222005075875391,222005075875913,0.017,0.0063,0.7724,0.6975
222018288658776,222018288665778,0.0133,0.0048,10.6742,10.8129
222215009885369,222215009885396,0.0562,0.0187,0.0879,0.0583
222374455062728,222374455062782,0.0098,0.0046,0.089,0.0686
222450323609412,222450323609421,0.0141,0.0057,0.0229,0.034
222462737723650,222462737725036,0.0108,0.0047,2.2315,2.0144
222474935101662,222474935102166,0.0604,0.0287,1.2851,0.6861
222491729985139,222491729985193,0.0168,0.0062,0.0881,0.0701
222613175704608,222613175704680,0.0091,0.0044,0.1206,0.1254
222657424286712,222657424286721,0.0075,0.0036,0.025,0.0241
222747999270944,222747999274049,0.0159,0.0055,4.6179,4.8373
222835987846929,222835987846992,0.0076,0.004,0.1251,0.0902
222920561153044,222920561153404,0.0102,0.0079,0.5908,0.504
222950094437076,222950094437607,0.0442,0.0162,1.7514,1.0917
223046015803177,223046015803717,0.006,0.0032,0.8991,0.6707
223068625219186,223068625219618,0.0085,0.0043,0.7257,0.5608
223086629944726,223086629944762,0.0152,0.0064,0.085,0.0494
223251764153799,223251764153979,0.0294,0.0238,0.3699,0.2598
223376510770930,223376510773009,0.0146,0.0181,3.4566,3.3589
223423788254599,223423788254959,0.0198,0.0061,0.6787,0.5733
223447029522573,223447029522735,0.0136,0.0063,0.5045,0.2244
223539128193354,223539128193435,0.0087,0.0067,0.2272,0.1567
223662940672336,223662940672363,0.0076,0.0064,0.0536,0.0408
223683165365705,223683165365750,0.005,0.0029,0.0789,0.0574
223707143448530,223707143450348,0.0141,0.0047,3.3763,2.7128
223761527616712,223761527616721,0.0123,0.0057,0.0198,0.0168
223930311424547,223930311424574,0.007,0.0031,0.0454,0.0365
223940511430028,223940511430082,0.016,0.007,0.0882,0.0736
224062289782670,224062289782706,0.012,0.0049,0.063,0.0463
224094472419259,224094472419295,0.007,0.0036,0.0605,0.0501
224096996726381,224096996726813,0.0149,0.0055,0.7336,0.5359
224185920797302,224185920797320,0.0097,0.0045,0.0354,0.0268
224231537091590,224231537091905,0.0117,0.0045,0.5277,0.4073
224272172322012,224272172322021,0.007,0.0039,0.0208,0.0183
224384816959674,224384816959746,0.0218,0.0069,0.1527,0.5558
224406113353217,224406113353271,0.0089,0.0048,0.1842,0.0824
224623580364149,224623580364194,0.0189,0.0069,0.0872,0.0872
224708226227199,224708226227919,0.0223,0.0109,2.311,1.2429
224754737349828,224754737349882,0.0135,0.0084,0.1554,0.0896
224803486554542,224803486555244,0.0178,0.0067,1.2816,1.4149
225002932937891,225002932937918,0.0098,0.0046,0.0458,0.0366
225009950297027,225009950297072,0.0056,0.0032,0.0732,0.0577
225030444453610,225030444456013,0.0085,0.0065,4.9614,5.4363
225185584395086,225185584395608,0.0201,0.0058,0.9623,0.8377
225231380192025,225231380192052,0.0088,0.0071,0.0487,0.0409
225368831047451,225368831047514,0.0085,0.0042,0.107,0.0955
225428339716413,225428339716431,0.0056,0.0027,0.0322,0.0263
225561058292365,225561058292536,0.0106,0.0047,0.2778,0.2186
225577633017394,225577633017439,0.0135,0.0086,0.0745,0.0557
225586001877529,225586001877592,0.0131,0.0061,0.1185,0.0895
225649025769069,225649025769096,0.0117,0.004,0.0504,0.0366
225695893819356,225695893819365,0.1774,0.0092,0.042,0.021
225787780315994,225787780319459,0.0417,0.0194,10.0443,9.8823
225790360724690,225790360724906,0.0198,0.0063,0.4073,0.5176
225899757995852,225899757998255,0.0133,0.0057,3.9023,3.4855
226108594026200,226108594060022,0.0141,0.0052,64.0474,56.3431
226155561405978,226155561405987,0.0154,0.0071,0.0212,0.0186
226248687817479,226248687817497,0.008,0.0062,0.0347,0.0285
226274666965295,226274666965529,0.0368,0.0233,0.4038,0.3384
226290801581443,226290801583144,0.0166,0.0075,2.8453,2.5807
226487860859872,226487860872589,0.0176,0.0064,23.077,20.3611
226494387701498,226494387701849,0.0114,0.0098,0.7572,1.0263
226497798736596,226497798736659,0.0136,0.0057,0.144,0.1372
226610865926123,226610865926132,0.0177,0.0067,0.0229,0.0189
226674228810715,226674228810751,0.0098,0.0063,0.0754,0.0589
226707234111284,226707234111428,0.0137,0.0053,0.283,0.2448
226762587211078,226762587211087,0.0059,0.0033,0.018,0.0163
226841991771061,226841991771106,0.014,0.0059,0.0803,0.0641
226893210935216,226893210935261,0.0119,0.0059,0.0762,0.059
226895738658689,226895738658698,0.0069,0.0034,0.0189,0.0159
226922451796930,226922451799036,0.0144,0.0054,3.8474,5.0828
227195937831966,227195937836169,0.0123,0.0089,7.5728,7.639
227198037907032,227198037907203,0.0257,0.0087,0.3546,0.2303
227219574240600,227219574246000,0.0189,0.0067,12.7152,12.04
227230212533362,227230212533623,0.0149,0.0055,0.4982,0.3669
227267794821054,227267794821405,0.0133,0.0322,0.9541,0.5143
227317109752264,227317109752426,0.01,0.0046,0.2546,0.1965
227346958418288,227346958418828,0.0391,0.0161,1.3047,1.0345
227378239235023,227378239235032,0.0053,0.0029,0.0179,0.0153
227565673874644,227565673876444,0.0151,0.01,4.8622,5.0455
227570962428744,227570962442478,0.0214,0.0082,36.9452,24.586
227616827877647,227616827877674,0.0094,0.0084,0.0612,0.0448
227626406577760,227626406605777,0.0226,0.0086,48.2115,49.3543
227688907560347,227688907560374,0.0084,0.0042,0.048,0.038
227797811335223,227797811335232,0.0127,0.0054,0.0217,0.0177
227804531782379,227804531782397,0.0176,0.0064,0.0346,0.0278
227873698534601,227873698534610,0.0154,0.006,0.0196,0.0164
227953402976213,227953402976231,0.0097,0.0041,0.0348,0.0277
228002617469258,228002617469285,0.009,0.007,0.0531,0.0413
228136875016378,228136875016387,0.0084,0.0039,0.0191,0.0154
228403758367938,228403758367983,0.0125,0.0057,0.0777,0.058
228431228359820,228431228380259,0.0103,0.0066,34.8665,32.8311
228479040743972,228479040747239,0.0219,0.0088,5.7909,7.0153
228496680372878,228496680372887,0.0085,0.0071,0.0214,0.0196
228520647658445,228520647658454,0.0079,0.0041,0.0201,0.0165
228532382235033,228532382235303,0.0115,0.0055,0.6005,0.3395
228708291738574,228708291738745,0.0103,0.0053,0.2972,0.2457
228762085216531,228762085231156,0.0394,0.0109,33.5293,32.9688
228790377498951,228790377499158,0.0125,0.0073,0.3456,0.2699
228932353899307,228932353899370,0.0124,0.0048,0.0974,0.0752
229064074972896,229064074972968,0.0067,0.003,0.1193,0.0833
229080524687084,229080524687408,0.0082,0.0068,0.572,0.4214
229220699052686,229220699052866,0.018,0.0081,0.3402,0.2394
229376330589462,229376330589624,0.0138,0.0056,0.329,0.2189
229440243462616,229440243462661,0.011,0.0056,0.0943,0.0668
229520214381765,229520214385167,0.0305,0.0108,11.6877,5.7967
229520621177898,229520621177988,0.0113,0.0046,0.2047,0.1294
229598627441335,229598627441353,0.0077,0.0044,0.0356,0.0292
229601634947547,229601634947574,0.0058,0.0036,0.0464,0.0371
229620703734706,229620703734760,0.011,0.0151,0.1059,0.1556
229700111569868,229700111569886,0.0162,0.0063,0.0438,0.0315
229749525919228,229749525919282,0.0181,0.0066,0.0942,0.0744
229760563572902,229760563572920,0.0223,0.0079,0.0511,0.0806
229769536671119,229769536671191,0.0115,0.0077,0.2412,0.1035
229846507104136,229846507104163,0.0412,0.0061,0.0582,0.0374
229847790135522,229847790152235,0.0139,0.0054,29.5256,27.6105
229848831063421,229848831064123,0.0376,0.008,1.6532,1.0141
229876063391636,229876063391663,0.0194,0.0081,0.0549,0.068
229903460216340,229903460216403,0.0064,0.0035,0.1045,0.0798
229969533809406,229969533809460,0.0231,0.0049,0.1011,0.1005
230010869828106,230010869828160,0.0076,0.0036,0.0915,0.0688
230023896975463,230023896975634,0.0131,0.006,0.3651,1.0031
230097344972422,230097344974222,0.0155,0.0064,3.0908,3.041
230174110220080,230174110220800,0.0106,0.0097,1.1282,0.9925
230251915407954,230251915409457,0.0241,0.0072,4.6407,3.5423
230281785431982,230281785432189,0.0081,0.0058,0.3375,0.2721
230391265060165,230391265060516,0.0111,0.0063,0.5447,0.6814
230589336203429,230589336203492,0.007,0.0041,0.1131,0.0938
230643919474779,230643919474797,0.0174,0.0065,0.0537,0.0311
230662763018223,230662763018232,0.0084,0.0047,0.0223,0.0179
230798345836139,230798345836193,0.008,0.0039,0.0921,0.072
230920636726848,230920636726884,0.0093,0.0051,0.0751,0.057
231323753209195,231323753209519,0.0128,0.006,0.5904,0.3893
231375961053614,231375961053641,0.0151,0.0062,0.0587,0.0436
231418395268180,231418395268801,0.0065,0.0033,0.9415,0.8247
231450822839526,231450822839562,0.0132,0.0059,0.0646,0.0707
231561006119304,231561006119340,0.0164,0.006,0.0653,0.053
231611148806231,231611148806312,0.0114,0.0195,0.1684,0.1348
231619346627884,231619346628478,0.0215,0.0056,1.6054,1.4171
231623122934947,231623122934974,0.0337,0.0056,0.0508,0.0616
231674071677403,231674071677430,0.0161,0.0098,0.0625,0.0453
231756937418404,231756937418440,0.0096,0.0037,0.0578,0.0458
231760846625358,231760846625385,0.1578,0.0253,0.0546,0.0447
231819812850858,231819812850885,0.0102,0.0044,0.0461,0.0386
231921992919890,231921992919908,0.027,0.009,0.0551,0.0473
231931574014353,231931574014533,0.0712,0.0198,0.6012,0.5124
232020835171660,232020835176016,0.0186,0.0091,6.8714,7.8262
232105025037975,232105025039577,0.0202,0.0073,2.8683,2.4792
232328749944815,232328749944851,0.0061,0.0035,0.0708,0.055
232428779800009,232428779800090,0.0116,0.0049,0.1357,0.1064
232452094750868,232452094750886,0.0106,0.0047,0.0468,0.033
232459232040117,232459232040171,0.0167,0.0068,0.1147,0.09
232518347110869,232518347110896,0.0048,0.0028,0.0466,0.0379
232541658524570,232541658524705,0.0711,0.054,0.7337,0.9944
232699686967702,232699686967720,0.0113,0.0125,0.0362,0.0275
232774089874058,232774089874085,0.0099,0.0044,0.0478,0.0391
